Open Transactions (hashed),Last Block Hash,Proof,Target (0000)
93eaf4374fcf31fdf662ac3d475d857796d8e791868279d65ee3cb90e68d9252,163e4856a0d8e9e56714767005fa0fe36536a2055cbc1c952b9722ce113f0b16,107316,00004bae2e27650a468cc8c5d654a979e3a9ee3bdb33eec6f444034f195a3387
2bcb6505531c6bef6a0a39bbd54ea30ea549222375d0f73c545d0cab04d640ac,ed0fb46b8306bb9b8181faf7e6d2d8b6496c9716437344652b3acaee1294858f,204101,000029bacc7be7f4c0855d55dab1cb2c24cc784ea423910b1e944388fcf9d075
ca8a25c29c8251097c86bcdc6be9c8873d8538ae23e37a161995976a7336644f,b46e05ba62eac965b3da3482ecdf080f5e9d8b7f393bf00141925145e3fa4bd2,69902,00007b29b1bc20c493f79ce41b17c1bad5aa59eca145177a75c8696068f5e7e5
61c510d2b749f82d6a497452cbae9739d3701849024499d05ab08961edd83e36,c0c4c289958c4e44791ef90efff92d58371765fc3a7a545f01b1cd2d5483bbf7,51492,00004ba94db24e304067f26281b40493a3d218a81f7f703148da3099b053df7e
35030c52b7c689d0f97c25ff752d517632e0b75eedf61c08a4a7bfd378c20d34,25043162bba7d2b3e87e167080dca0bf861d532c06a321fc0075fde86a79ea40,6643,0000600ce75314107afe79b4e03133ced3ec5dd92b877f31466d5af4e8d2208f
6e68dc3e311e1814509c2a5479c871d3897662c2c3ebbdab4fee96ea8eaedf7f,6d811c9de812ed4d02d199ef83e45bde3eee440892500e29982ca399fe1d1f68,97670,00004ace96111f42f7bf41bdd0e1773925cef834da82b4a348bce2bb65ae210a
c41016c3808d9ada0928cab90d79927341678dda3719c317a44d09ef374c50bf,db139b2ddf2eaac72fc9f330643ff0e2f6dd095fe8315782584452302c05741d,28053,00000d575e45da5a6866956e3a45944bf8e1b17ef39ee28fbf658c830a2f5a83
3e272842bf31947183bb141fb3f3a7ba627aed1b4c9fed2170a2133840b3daa6,3f20cdabf0359e9a4beb8d7e4f2585d23562f2c4e026c126b72bb9d16a43e7b3,22138,00002b57e1f0b7168e65871cf427f832848f9817b2d610795f3842304e6cf2f1
b0f0f778ea02f05bbc6bad1e646300ba552e3fe13960c4c692883567d289a247,5d9ce653b66c36bbe30188dfc7a0b87bda2031ce8462a088ba960592018c7408,23412,00005ad30e13223aa78a800d9f608914ed45a82a4ccc40ce8b176215d86bfeaf
93e534009ef4ddd60855fee901af8a2373ace7f44499b9f7c2c0a892ba645891,a53f047e3c75f9b00aa5374ace375c7d47c87b46e7635357ffae7300c92d3421,31936,00008f728c478805ade0425a62b10818ed063d89dd48fd1c9ec2d39ee9fb2b97
ffc677b749f99d45554c7c31c7f40f471fce5a647d4737a6642be8b64af57f38,f2d0ea345a150931521eb645b2f3aa1419deab5157368b17242aab68f0c96e75,108149,00006c8751c870246d900339be3a92b42303f43202189d6f9d0ece4ef74a4c36
af2c3ad6589d131c98ed527cca4b6b3e9fd322c6f7b22d8308827ad7212f491b,0056ba636fd0e3a4ad971c5aabc7f52fa14ea8f885cea9cd6a84d0fc9f8e3b8f,124479,00001c3bf5767a75ce19eddeec5513fd2f2a33535f89ca8aca1cc396f4817951
c6fd68efe2c912686d8bb6925c570bc7f11867c5fa9a7a74467c414a63a443df,96ed30cd4ada4056c50d993ae47e7538b28e4a7c78af6e03480d432ca3866ad5,229060,00007a87f5ae333a7b367d2f5bc00a4d6c8ea925f6711c99dfcb9b02cc314d33
2b867322224bb15fb8c5940ae8e438d956632e6f4abb05a95246b0652c52bbde,8743bfffa056329029425cc7e61f7eb015c66e6ba9389e1c221e318ae6a1196d,78905,000019f199415ee2abb965a065400f5ba2a4da3de59c9155d325ccd5359769fd
9a28f530ebbf17171125a85e9f61ca62cc162f5b76228039222d60eaf969c467,4d8d3c3af09137074fe26c6620535dc6eda790f31b68204af2b62749cfbc3425,39861,00005b8791b318547c3b414323be133d32dd944365ae7f3e04bf6628ce1be814
82cf705f1ef5988f61cb6df4dafddaf4c937d5c4e424e956c2fef73e907acd29,fb6a569ebe4d96839cf704584247875cca259b380b187b3539ed4728dadc48fd,218081,0000ecb2d72ceac0e1ab1c2adaf29278c79c2b2f1b451e7777f655b86740ba93
08f83b02e1d279921c7093fb7c860b5ebd4b99f8fdf9859dabd1f12e9a50b9f0,e3f357ce10ade0c67229415ef8fa5606a94da85c9ee1353d8f54edb7d6c3ed99,105124,000031578fee2a9c785d3bf199325a27afc328b5efe751f6c83bc75f9a411f88
4cc307e17b845d13bd0be2ba25df7ea3862aa2f6e7d659dc30ccdb3fd05f7d4d,72545fdc2decf320abebb6b151a5dba8411d50a333d3ffdacdc9bb510cf366d3,6076,0000b7502ba26035c23e274f38b6d59f8730a23e6ac738e8ec977767f49e00d7
bf3f49979bf27be48f040a5be3e04b8b14926c36f8832a75d8f44beed57c5d28,f13ed473f39e798ec9869e54bd87c585a31d4d2a6965fde8535bb8bf63784811,47861,00004bc6db2c9802acdc44fb467a40b7eae62bc54c749620b0b8238e71d2cf27
68b60ce205163adfd794b980a85d46ecaf85686c06c18b2177300584df0d084a,efa3b5c6c2ea0c1e4d1dafa37c1b77e855ca00917490309201229245eba34b3a,73287,00001e45acc481ac6d3a4161b10f50dcddfee309b528deae23449b523b3b769e
9dd52cc4c41fe7fae6f096ec78577e88176251e180ff85dae01ca2838ca9e2e7,12567b14c2d6ba694aa397be75800575f445a050675a1570f0beb1381bbd9415,115392,00003086e34098a5e4bb1b73a77c9383209760845332903708c1577ce1f74371
33f2fa16bfba9ef173f00ca50d325e409ec0bc401646e02b6e09d101e111bbfe,68d961e7668a4e6c47193009d2f6e3b6a4ba0df3d8162c5d876e71f6043630c6,44051,0000c2231c8440e2834fc09ae32e0e40b26c5ed5804b2e7030357324df9f42a1
e00fbeceeee098cfc2b07ef6caefbd7fd24a23d513da11898afbcfb096ed0a14,19f7402f07020782f7253e71ab9a67a4096fea584cda4a39e12bf43b033924ae,239817,0000846fece844b25e370913095798abc090b4d56714f2513890018b832b0808
49ffd88636d2543cdd264a4985de86b6b5db53593c3c87fe841a85f7609bd8ca,c081a84ccc54bb5becce29a91f2e95d8d1524f623421f2f93301f75d97e4199d,7304,0000ef710dfce55652f1be1d1b725605d45ff33e7cf21e3d235521537f1177d5
91c3d66ab35f717d1f0be0ddadadd6a822475c2b9b314ea36497e632092b41a9,b55820a22da725366ccae7a5be409b3342e0e7976fd9309c66ac89552a3e3005,105079,0000674f3b7716981f2f9f9b0185f89ca10b801ac26d44469837fa50f5571805
6615a7bec5554ae1020647c3316717f9065c3c08add38edbd851176486740a02,41e9493b1725d352bf26c3eb3581031f92ca350cdc76d0442d3e5927f0e84a23,15312,00003204a70d2c0fc0e8dd2331a0841f2817644f0855d1583ee87fe4bb5cf8b5
708650b62acbf0266631ad3e9ca18be8e8755fb16c028182be2f0ce01d34b0b0,87688a75335ef54b729b18edc0be8132b4d6ff7cc41d94d781b9fbe61f29380c,34553,00006ede4143bb80a5d07af450adfd90405ac5b9a1b8568c9c92be095f01c964
3792e2b65cfc0dc5cdf6afe035e032fc9e6560a87e4122bf3062d22343d50bfa,55ba5de5a1bc0f79eba800022a3466f3c97873ac4de47c6559088c659d138c97,217459,000097e82b9adbf2ac839c9cbec80d434bbc5d06b57198fe9077fec33b52581b
0ea1c0a7703622dedbb6f2f7b8f098f20e149bc0e1ff81e18624943e5fe6811e,8c94c8ed45e0336c3de8af6664e4f4ba6885e7f9e17e38a2c27b4c3627281fee,78903,00000f622d2d680994ad618325d184efa939341923c806cd8c47758cf2dfd72f
8a3af401d2ab1145c39168441914d76c9d0db076746ddced6560f546fd05cf06,12a90f21ff67fd35079a0db12a9ab5cfdf9a6c1afdfdd7cc6113c68f9608def7,59192,00000b3ecc08683a4aee16a0bb4664544d131fe48d799cb152cb5a36dd55e03a
f82bee525aea22c8318f482f30aaad3df2b03223bc5acee2e85cf7cfd018ac82,c060dac3582fba750f4c57ba8ad13407341a2424e4c0c3e90c2c86014072fa11,37603,00002bf36ab09245fdd8152352abf69c540e3bafea17c9d755182faa2cbff85c
68457249ae1c81245031866ecd08490546f5e13456f5dcb3b8b4854de58f9386,86c240984bd1c5af92b4137a091e23493a3ac45bb2c3cbd80bbf4682b71c4b16,71834,0000309c9992248d1410c310b2afabf52136f4edd94401d5125d72ca9ab0f9a2
58d14dda3429ffab22fc3f6d4783b086eb28a4f2c0bf310bf48430c425cdeccc,c01876f195121c40264b2de9877fb15ba9fad3229a2cb8a0205f2bff5acb0e34,153212,0000b7eddd55bd40b045dee8d6d7e2a52972a17e0ab158b17bfae9e4fa5a0a92
0829d3cd5f1aa161edb271e42e8fe5093ac95099770e6d9b2bc9216d0321bb56,9769d00ec9cfb540d538728f79f4348408e68325cd7b8d17be9da10c8a1fcbdc,245896,0000a2d474eee3290f25fb763acbfef209fcb6da92315fde2e10dd2cd53a899e
0708388608438ca0f0de314523ae63338e9608c75fa27b5d986473892b0dd161,438ddaa59c412ea328c1c209717155ca728d61cdd4309be2a8e02e7a0529d398,60967,000030916b96b9f19b2beb66f334e0c2d8b1633d46ce44d4953e5268c940214e
1857ca7caa444e13e366e639a8e256eef036cf2cdacd7821d104e2bc90ce6c4b,3823682ae69a9e49d40313c78788a7c987a098631cb77c72679e3d36ccbc72df,35600,0000132ab2b33cb2d446dde5f1dd6361b81967099303d0b0eff1e1d9c0530178
9b39fdc1a310876839b1bdcbe82717c6909361348499761dc4ea18fb2df49d87,a7964c317045119b4f07519afed938d6f46161c3ad11c627af0e3ec15d76c563,33872,000025ee9d42b07480d8b3571558084f42d9ecc048b0363b9c44c4b3298f77d0
20790e2224180a94ce55250723958529dae273881f9387db420e9616788f01e1,6b9e887fd1af809ad40138a08cf29a058b2160bad6debc595d19a90eae1dd028,14816,00009d7123b305c8ef2185f83387d4fc807e25fc2255bdd08e6c0122d218b641
da854b0eb4e6573cc2c81e699fdf954d806c62bdb98dc75796a5e12fc668f0d6,04f1037626b9e29ed3f27ea222f167d1d54bfa748ed97578bc7ae8d851fea0a2,923,0000836e28d1ea5022b43e3f5a9a7b186a0ede9e065121320756422f034296ce
7b1a1da60076a36ca406249c6936ce059a8ce67fc572f16ea5de6c1f71cd4221,5f5cb3ec247a48db3ec8482e143844235800f7499c16c865b9ddb3da2cbd3b26,79136,000007581009709bf6a36d71bdfc6c77d1453c10952aaf7ac81388b75ab7baaa
375ce29e9357426c1d867c8d89ee684fdd239012414ff964f9ca5a8b6590a1cd,01061705ba3227b64e54e518f9c0a90fc3da3320a61238fdcaeed7734674bea5,83609,0000d0cd62dbe70b620c6b9cafe1cd4681e55d709b2e29045dbd440c279bf7ad
a8fbfb82eec7ca2cd0eb9b9a64d8ba9b5c57bb07e5eac8fde5560a3ab55089d6,b03b13e5ec80d40a8314a3272f99540082abb8cde328931aafd6655735b61aa0,13839,0000e997d796f108d974ff0e5c78e68a2624623e4e887c7d392d54538c33e9e0
dbceb914a8b5da13ab28a1cf17acb90553909fb666fbc05988059a58f9900929,b75e434c4494b4b59dccbf9eb954193a68b52d0a0ba3b6ac2472790cf67c35ea,60244,00008c34bc0f2d0900c064611e254562908daf2b362e4d4724daae3bfbf27ea7
75e1618a813ddfe2270693b92be56cb8bbe420e35ac0e81312f0e5e341953b2a,6477a714789f5ba876dbaa30c055819b61911a76de55091e671fc778ede6bfcf,36245,000078e58b9d45ee9aba3056bb966e371dd15344a4592c39156e339417fd562d
e315d4017aa88cb26d78c34534a7ae2b004647f662b106fc9179bddbbde68d90,7e503e5f5c11cf30f2c3411071bd5afeb1f2cd50c48ab36e834b5fa32fd6d06c,56374,000006f3c8c9d9d783e75487904742f2cec03e021a9b5217146eda4b54260328
b06996d00cf52af999dd3bcecfa970955e8ed8e0645768dfaa11a069f98430fa,a4ee8addf779b6cdf0d711d35eca21f68b636063e0d5b6a3af4b760c6d934884,13708,0000eb1ec8aae745fe269a62ddfcb3197c3d4c008f73314ca6dcd6a9f273c520
35824f960c6dfe241e3358f9a9baf11f9c74bd40b703fe867a1d2ff6d79453e4,d9d8f646e5594a7997e30704f8ca63355830c0841e24277c8e12c14d7693d672,1217,000022209948a971f408a6356df6d0c410d9ca9450e40c8b7246fc96e5570e90
d8a2a7a99f1dbbaecf602f6001d9372d3c62cbe96b76644e3c8468c22a466f5d,e8647d04b93855e32a19b51bbf038c81d6e7c28af26d0ad94be0089bb280ea5c,124791,0000c25f1144a1885ac6511137fdffa28bbada3e715cba4914c06841d136ce5e
0938165a5aac45e23b8c28de5f69e91b6cf95540da440b49c12c192191a287d0,934fd70f96bb9fd24b2c183145d4fb4f69fc5ded319a58ddc3bf132cd1f3a1ec,59571,00009e7ff52627d7536a185f9870d15dcc43d17c4899feaed84311301adac13a
b9aaaa05d87d210582ce9a4f73c3680049dfefd1f005585fa91de2a0ec8990eb,19eb9fc9fe31cd6cc9e73db43fe5a7e7c2924a0e22c514ab4128bd8f6ce44263,3046,0000956b788b0e7197644abadd20591b11dbddcefde2a667c42d927fbd3ac32f
d900c3df1d932aebe45feb231679d129c1239bc516efaf4fb209503b0e712a91,4079270ef4e5a168f0b177824e2dfc3082325267e9ed81a0f1f2d32c4aca58b0,20138,000005e07c1b09b19ed577b9fb8f549237bfb784c297abf5e391ff78a00865d4
a80e97a94f5deb50c72084d0a882a93c92ca9f729427e202bfecb8c18e0dbfeb,01966f67e8a12898b71e152ba1eafac2e83cb94cb6cc69da4064f53505436042,8117,00005358da99bbb467c4e54ffa85b9fd43838479e076fc9e9d2d182f4d7acc6c
6956af68727bb18e48c5e5a512edc18bcd01e3ddded9c847d4a4cf92386ef7bc,e6639eb0d4ba00be7c670823df2c4736d8675d026a7106a99f8a86343bad4de0,128307,00008307413b2b1d944ade16325e78a9336ae7175cff0bb7ee55ae26f6ee1ad7
5f298706abe5af6e58fb44dacc0085289b3472f691827b2bdc8e8bc1710337d9,778b80334d50ec570905fd3bc8f57ff5b7948ac0bd656dd939b958ae577241a5,128294,0000c6610ab32d35baee50f51f573d7b0f5795bf0b7c9e7b2b4b8f5eee1099fb
e5d7f477e67932f2564dcaaab7754e2e1704613301e83020205ea7e9ba046e94,c91e195b67246ef5243affe866c50fcd8ba362d21e75eacc45b9c4f5ef666b11,72595,00003db774f0fb7d7546e8fe5c5c1738e3aafa531cc77df1d99fd5b6a0ad5022
d867b363c718c9dc1b313cc9fb8d40da004eeb2187fc26f90ab7542e9e2f5f0e,8782d4e9ce34f9747abbe53fada5c9731e06e2b0bc1bf924f627a6fd6123a504,81686,0000ecc13e2515b0b32c1a3d03fd81d27c9212998eb9caed8c845750296dcfa5
304cc749ae359d22ac261d34746750242df159bf198b70e11ab543e077a5acc5,89cd22faa0462f25791ff5f3c6533aee90196d250ee03af57859fcafcadbec55,87556,000017338cca4460bf678a7aa5a0c385ed02207fbc5f7b5bb9f0c9d134e9bb07
84dcfcb66f5804e899c052c78b4b9edfcc9020f473d7ef61ddbe98de72297107,ee181cce5d1cef9f28705d29bf1bc71e9701591ab041f717be239be6e82c13d9,82649,00009372a283e2d7179640ceefb8f4c4306518f9bb931243420b8a13b9224704
95109de4561b8f1b50c722ef4715ed9e67e082adae1e7f5bf9b437ce47e19266,83e14f431690987f2270b35cb266cd357dc62bc00ad2da0e87b9bd210f782690,85922,000026052814f3159d08117de484b5302ffbb85321e758dc226fd6bce45bc9ae
13d677dfb86471e6841906967642c1b622c99a4bbb4c34d91a04972c9ca1c32e,2f5266f85add6b4a021772c2b18266b36d7ba14e08b61945b984f4b87aed783b,25329,000030cd8c7e8b36e68eea32ac3c84b6990cf090a50534b26ea9be57f6acfe15
e8938614c65eaa0f0e907001fb3851d396bbaaa619d07f8c3a17d109a4d4ae28,eec3285e3ac4df904ab7bbbd6bb029a696d89173933d889a8858accd7b2a0ab1,90174,0000bdcf7f78a0c1b7a3fcf42d2d3d3a87fc2d71f6e02efcae0833eca12393c5
c567b395cd85e3b53268124db8b9c783a63bae1068d4155e1bcb4c578bd7c8e3,c303a13ae4acf15817089fe4c63c83a15f34a95b2577c09c6cee48ac6a84ed14,31659,000075b05c7e096e01ca58a727b75008f2eb2a2cac6198b5f3535e9f116f1837
a4883de982573bd8b3afe67b4e718fe2a3c81adc3e739db357586c7d89c5b70d,c4276aa02bc8bab2ded37a62a2844cd61540448bea0f5a9c81f033659d015a20,25338,0000930362c9da2e347bf7ad452c562fa88253e5acde658929433a846050b031
f1566b1f8385611dd0fa83c53a336a70e78a6264e49376119a61ff1717fb0dfc,451154becf8305ef15b8b8ad65c54863a08bd63856807e32451d43c45d691881,70365,000077ca6ce07494eaa482d9206da59f28750fda0ffdf207a56f8d8d3c87e3db
6b30b59bc1d6e5472a0b97db5375679a155b9ff26634ea2ba032dacb3c9c8840,07bede5c1c1220584aaed555d3f23d634cca7b7119115620c7df97533629e75e,6206,0000f9687ff0639dc2a784a661e2ff1d8648e8b93711af05e871a3fe671aa70a
ee84904964fc8449e8a4cdfce39a5e936c507a9be31dd012aab61a2285d32984,98cb9ffbb4d94093a9b9540ee5dd068e16954bc59c900646029676e207e8fdd3,40770,0000884d1389ba2603725f692a8adc988c396e123e2e3962853b0274ae1f4b28
b0dd4a88e4713e5b04e42a211f6645d6392eed78e4452f80188e6cde6df477a3,e8aedc288a6f1d0f29136f1f527e9a2fdb79a614fa7578cca4aec76a4728b77b,62178,0000fa670aa8d4682ced2ea91c20a1717620a9649ebb600d5ba7b282c674b91c
e12136a7f8da3f1e097f619504a3a444330c932513586bdf3b495c3f7d2f3427,ea9204e24e879d13d0109dbaefa70492a79059506a48759f86b587d5e7f9c9f8,23530,000098692ba614e0a3e67dcc34c5e3a5322a931fb5b862bbf446dfc53945d29f
2afc3f1b03507bd4d5f181ddd4df85debfbe73d5b760c453d69d0ff1ec155150,cb2a298a7c774f64330a5de40f1d7cb7bee719959cc1abb6e8c9bc4b0351b18f,140720,000091b7ee57219e03ccf2f83f09da7e17f105a92ab199eae1005e0ada650003
1d09f4e186a941c23a658d6a4982c4abd143571482e0ca6c6cffebaa2b84e129,2f2ffec793eb884d47cadd5d2091b9bd4b5b2b3d5a1c1e108647976972630fde,73251,0000a484c57b7fc9c1b0392536d8135306e0b7610456a295ee2b72b4b75793e5
2bbd79cad4b87a90485c1049783219cf533d9e6070b784c6d9d2565c1a822712,ae5572fcfd948380734627f1f7c0121863768a442bb4d49fe3b3aabb2f7a732e,64093,0000003287942862ecfb8fee100805d3b8a5d64a07e106096b6b2aa38e166d67
7193bbfe374391d58243a6544fda157883f47b573947c9ec603675d5875f7820,15e246563cc235f8b826e22f2f5432d65c7a31b85e252b63de407d8cb6c01629,231053,0000ed43a5bdb61149ac3b4d754410aa400187a5fe8996a8230e9098575b276a
6d1e2a45ed56938930f141069e4439b7bb10afd7402ee0be28d5fc4ecb2c477b,de2116d10c54262e5f304b5199d47c885d2a57cb9da4a1546bdfa4b7f7d7b081,28010,00004e67d281e71b7d037fa3ef88bfe4c8397d8b571f6d69c32a6892a06b565a
bbc142dfb5cc9a751b7dee7c5dca4952e91797454a345c8cd1f7cfbe21b2449a,728c81fd278fea9603cbe7e9719de62055c4b21f0cac4a9d7cfa4ec74e01cd15,26352,0000dee191733b64dea097bbb93f315f8ae644b11e8d5db2c3022783945db98c
5dd66c7d76b7840f5596461ee95ff6c89ed9a75088dbfe44e2a22d6fe06ac3c4,a04415dfa88db39da48fe2f61c8d022c0be1392adcbb22e3d6a8dc3d802882bf,107765,0000ded1148e4452a6828a824fa1c904c0a1b67f8f3de7d960709a9fdaae0976
24748a611218702ca9e34035dd5ea9299574ca23bb780aa2d61f040a95b6f926,0a9290c24cc9bc0b5062ae3a57ffdca5f52cc5ae49f9ed3e76e2fdfae364fe1e,21390,0000c407fb25c69296d9e8763a9c215fd0df39dd738d6727face338346e0fa8a
abf30fd1af10ef38cf3b435a498892b9d169db1a13d668a2ae645562ed9f4d87,a776e56214a99d359313658452a42bdb097f4734dc344351ec4d3aa35f644224,95228,0000830b6fbcd90d3ffcf73f7d7b3539f1e3b3baf2faa2809e738e7dbb945b4d
7c69c52633b959b235997be3c138fcee5969d3d2e9e7b45a875f657ca17fead5,3a85b006fb2c43f30341cf7bfd8070506b0d9ef19c59a6ab3d5bde9ecbcf2a20,43699,0000a1ab2da7839384c76268460b74ff2c5ad1f2a57459ea05831f742b445896
5651cc8c2274b2315731cec5ac47aac492a677e97527b97accc9153943221ed2,54b27f6adebbe3669a74f42b0a6385895565c48cd044cbb1e149e07aae872938,38403,0000dc1fc2d769fa78872cad8014c5e206d549cb48ce9446572c0980755dcc1d
eeb2863e0c4a130858d2092c0c9d983e0c9481ea46065706b85c633c03afa608,e6b867971f6aa9e24d1f9c811fe1ee316589e047bfc2915dd7036366da88992b,1018,00005b347f0cbd5ac50bd1d77d11cfa431d1b2618d2bab7fec2556ec6fa8eeac
560ce35d07d378d1dbd9cb97f2dd1a61c560af05ef214aa718a6461abeed3571,11825553fb38126b545c671dd8955a1f17de91cf747d735fa1eb682b247e4c40,9060,0000fadab639cf6fb5e3f36482c054d8cea0e59e2f397e1140c445a89e4c2058
f23c1edc1a1dbc2abdfbd7d68df2b34f46f4beee959a98cfdb88341b5c93b55d,d0b78ea0cf23af69450713dda1bb7fbbd670fb9db0f34b8d93e12172fd58dead,10290,0000fed8e8e6ff2c252accce5dc638b94099a0d086f5e8f5d34ee231bdfbc5d6
5766ff5dc673b6800cc3698f7c6f0301a9336f3f23a4e44146de271cfa6292fd,686b6a46b8396ab69dba311b7bd5c2e51f10188f608a22bbcbca9117ec6e7456,27619,000015cf0f0a2c0b1fbf4ca33c1f0ad3994917c6cd2b8dc03e80f33b3b865166
e804390323c325176c8d81e19bd7265f88bfaa72f70f39e72808b181c94e2f73,6edc3b3189066c049b7a540fab7e0eeff65570d2220014cfbdcd6342811b5ed7,10368,00007059fdd1fd88f24a82397eeba6527773d4ae96e348f4d1b7557d694b5068
d2634e221d0adefcfff2dbd39d645533c8ab5ffc10bae21e6d52763f33ba52b2,eaf982da8f0460c1a9d9f07dcd643eddb18d3bf6aa6b6625316bd7022aee026f,71800,0000ec12b068909d526ca452318f7d586963113a94a9aa165aad464e25716587
